Date Time: 14:52:28.111 16/10/2025
Type interrogator: FBG-scan 908
ID number: F13421-0009-008
Software version: v3.1.9
Active channel: 0
Integration Time [탎]: 116
High Sensitivity: FALSE
Sample Speed [Hz]: 10
Data interleave: 1
Noise Threshold: 7.191210
Comment: 

Index	Wav0	Type	Comp	Unit	k	S1	S2	Wav Ref	CTE
0-1	1510.4280	Strain	-	탎train	7.77E-7				
0-2	1513.6678	Strain	-	탎train	7.77E-7				
0-3	1516.6871	Strain	-	탎train	7.77E-7				
0-4	1519.7917	Strain	-	탎train	7.77E-7				
0-5	1522.7472	Strain	-	탎train	7.77E-7				
0-6	1525.9406	Strain	-	탎train	7.77E-7				
0-7	1529.1541	Strain	-	탎train	7.77E-7				
0-8	1532.1046	Strain	-	탎train	7.77E-7				
0-9	1535.3142	Strain	-	탎train	7.77E-7				
0-10	1538.5461	Strain	-	탎train	7.77E-7				
0-11	1541.4628	Strain	-	탎train	7.77E-7				
0-12	1544.4116	Strain	-	탎train	7.77E-7				
0-13	1547.6195	Strain	-	탎train	7.77E-7				
0-14	1550.7592	Strain	-	탎train	7.77E-7				
0-15	1553.8148	Strain	-	탎train	7.77E-7				
0-16	1556.9086	Strain	-	탎train	7.77E-7				
0-17	1559.9211	Strain	-	탎train	7.77E-7				
0-18	1563.2593	Strain	-	탎train	7.77E-7				
0-19	1566.2601	Strain	-	탎train	7.77E-7				
0-20	1569.1705	Strain	-	탎train	7.77E-7				
0-21	1572.6766	Strain	-	탎train	7.77E-7				
0-22	1575.4857	Strain	-	탎train	7.77E-7				
0-23	1578.6252	Strain	-	탎train	7.77E-7				
0-24	1581.6816	Strain	-	탎train	7.77E-7				
0-25	1584.8284	Strain	-	탎train	7.77E-7				
0-26	1588.7567	Strain	-	탎train	7.77E-7				

Date	Time	LineNumber	System status	0-1	0-2	0-3	0-4	0-5	0-6	0-7	0-8	0-9	0-10	0-11	0-12	0-13	0-14	0-15	0-16	0-17	0-18	0-19	0-20	0-21	0-22	0-23	0-24	0-25	0-26
2025/10/16	14:52:29	1205	0 0 0 0	1.4	-1.8	-1.4	0.0	-3.5	-4.1	1.7	0.3	3.8	-1.3	-0.6	-0.7	-4.5	-4.8	-0.9	-3.9	-7.3	-3.1	-7.2	-0.9	9.2	-8.5	-5.4	-1.2	8.7	-1.8
2025/10/16	14:52:29	1206	0 0 0 0	1.4	-1.9	-1.3	0.0	-3.5	-4.2	1.7	0.2	3.7	-1.3	-0.7	-0.6	-4.5	-4.8	-0.8	-3.8	-7.2	-3.1	-7.4	-0.8	9.5	-8.7	-5.3	-1.2	8.7	-1.8
2025/10/16	14:52:29	1207	0 0 0 0	1.4	-1.8	-1.2	0.0	-3.7	-4.2	1.7	0.5	3.5	-1.4	-0.6	-0.6	-4.5	-4.8	-0.8	-3.8	-7.0	-3.0	-7.5	-1.2	9.8	-8.7	-5.3	-1.3	8.9	-1.8
2025/10/16	14:52:29	1208	0 0 0 0	1.5	-1.9	-1.3	-0.2	-3.5	-4.1	1.8	0.5	3.4	-1.4	-0.6	-0.6	-4.3	-4.8	-0.8	-3.7	-6.8	-2.9	-7.7	-1.0	10.3	-8.7	-5.3	-1.5	9.1	-1.8
2025/10/16	14:52:29	1209	0 0 0 0	1.4	-2.1	-1.4	0.0	-3.5	-4.4	1.7	0.5	3.4	-1.5	-0.6	-0.6	-4.3	-4.8	-0.8	-3.7	-7.0	-2.9	-8.0	-0.8	10.6	-8.7	-5.3	-1.3	8.9	-1.6
2025/10/16	14:52:29	1210	0 0 0 0	1.4	-1.9	-1.5	-0.2	-3.5	-4.2	1.8	0.5	3.4	-1.5	-0.6	-0.7	-4.3	-4.8	-0.7	-3.8	-6.9	-2.8	-8.1	-0.9	10.7	-8.8	-5.3	-1.5	8.7	-1.8
2025/10/16	14:52:29	1211	0 0 0 0	1.5	-2.1	-1.5	0.0	-3.5	-4.2	1.8	0.5	3.1	-1.6	-0.5	-0.8	-4.3	-4.8	-0.8	-3.9	-6.7	-2.8	-8.1	-0.9	11.2	-8.8	-5.3	-1.3	8.7	-1.8
2025/10/16	14:52:29	1212	0 0 0 0	1.4	-2.1	-1.4	0.2	-3.7	-4.1	1.8	0.8	3.1	-1.6	-0.5	-0.8	-4.2	-4.8	-0.8	-3.7	-6.8	-2.9	-8.3	-0.9	11.4	-8.9	-5.3	-1.5	8.9	-1.8
2025/10/16	14:52:30	1213	0 0 0 0	1.7	-2.1	-1.7	0.0	-3.8	-4.4	1.8	0.8	3.1	-1.5	-0.6	-1.1	-4.3	-4.8	-0.8	-3.8	-6.8	-2.7	-8.4	-0.9	11.8	-9.1	-5.3	-1.3	8.7	-1.8
2025/10/16	14:52:30	1214	0 0 0 0	1.7	-2.2	-1.6	0.2	-3.8	-4.2	1.8	0.8	3.1	-1.5	-0.6	-1.1	-4.3	-4.8	-0.7	-3.9	-6.6	-2.8	-8.5	-1.0	12.0	-9.1	-5.1	-1.5	8.6	-1.8
2025/10/16	14:52:30	1215	0 0 0 0	1.7	-2.1	-1.8	0.0	-3.8	-4.2	1.7	0.6	3.1	-1.6	-0.6	-1.3	-4.3	-4.8	-0.5	-3.9	-6.6	-2.7	-8.7	-0.9	12.3	-9.4	-5.0	-1.5	8.4	-1.8
2025/10/16	14:52:30	1216	0 0 0 0	1.8	-2.1	-1.6	0.0	-3.8	-4.4	1.7	0.6	2.9	-1.5	-0.6	-1.4	-4.3	-4.8	-0.5	-3.9	-6.5	-2.8	-8.8	-0.9	12.4	-9.4	-5.0	-1.3	8.3	-1.8
2025/10/16	14:52:30	1217	0 0 0 0	2.1	-2.1	-2.0	0.3	-3.8	-4.2	1.7	0.6	3.1	-1.5	-0.5	-1.2	-4.5	-4.8	-0.4	-4.0	-6.5	-2.9	-9.0	-0.8	12.9	-9.4	-5.1	-1.5	8.4	-2.1
2025/10/16	14:52:30	1218	0 0 0 0	1.7	-2.5	-1.7	0.3	-3.8	-4.4	1.8	0.6	2.9	-1.4	-0.5	-1.3	-4.6	-4.8	-0.5	-4.0	-6.5	-3.0	-9.1	-0.6	13.0	-9.5	-5.1	-1.5	8.4	-1.9
2025/10/16	14:52:30	1219	0 0 0 0	1.7	-2.5	-2.0	0.3	-3.8	-4.2	1.7	0.5	3.1	-1.6	-0.4	-1.4	-4.6	-4.8	-0.5	-4.0	-6.3	-3.0	-9.3	-0.8	13.3	-9.6	-5.3	-1.5	8.3	-1.8
2025/10/16	14:52:30	1220	0 0 0 0	1.7	-2.5	-1.9	0.3	-4.1	-4.4	1.7	0.6	2.9	-1.6	-0.5	-1.4	-4.8	-4.8	-0.5	-4.2	-6.2	-3.0	-9.4	-0.8	13.7	-9.7	-5.3	-1.6	8.3	-1.8
2025/10/16	14:52:30	1221	0 0 0 0	1.4	-2.5	-1.9	0.3	-3.8	-4.2	1.7	0.5	2.8	-1.5	-0.5	-1.5	-4.8	-4.8	-0.5	-4.0	-6.3	-3.1	-9.6	-0.8	14.0	-9.7	-5.3	-1.6	8.3	-1.8
2025/10/16	14:52:30	1222	0 0 0 0	1.7	-2.7	-2.0	0.3	-4.1	-4.2	1.8	0.5	2.8	-1.5	-0.4	-1.5	-4.9	-4.6	-0.5	-4.2	-6.0	-3.1	-9.7	-0.8	14.1	-9.8	-5.3	-1.5	8.3	-1.8
2025/10/16	14:52:31	1223	0 0 0 0	1.5	-2.7	-2.0	0.3	-3.8	-4.2	1.7	0.5	2.3	-1.6	-0.4	-1.6	-4.9	-4.6	-0.4	-4.2	-5.9	-3.2	-9.7	-0.9	14.3	-9.9	-5.2	-1.5	8.1	-1.6
2025/10/16	14:52:31	1224	0 0 0 0	1.7	-2.7	-2.1	0.3	-3.8	-4.2	1.8	0.5	2.5	-1.7	-0.4	-1.6	-4.9	-4.6	-0.4	-4.2	-6.1	-3.4	-9.8	-0.8	14.4	-10.0	-5.2	-1.6	8.3	-2.0
2025/10/16	14:52:31	1225	0 0 0 0	1.5	-2.5	-2.1	0.3	-3.8	-4.2	1.7	0.5	2.1	-1.4	-0.4	-1.5	-4.9	-4.4	-0.5	-4.1	-5.9	-3.4	-10.0	-1.0	14.6	-9.9	-5.1	-1.5	8.3	-1.8
2025/10/16	14:52:31	1226	0 0 0 0	1.4	-2.5	-2.1	0.2	-3.8	-4.1	1.5	0.5	2.0	-1.5	-0.5	-1.4	-4.9	-4.5	-0.2	-4.1	-5.8	-3.4	-10.0	-1.0	15.2	-10.0	-5.1	-1.5	8.3	-1.8
2025/10/16	14:52:31	1227	0 0 0 0	1.2	-2.8	-2.2	0.3	-3.8	-4.1	1.8	0.5	1.8	-1.4	-0.4	-1.2	-4.8	-4.6	-0.2	-4.1	-5.7	-3.4	-10.1	-1.2	15.2	-10.0	-5.2	-1.5	8.3	-2.0
2025/10/16	14:52:31	1228	0 0 0 0	1.4	-2.8	-2.2	0.3	-3.7	-4.1	1.8	0.3	1.8	-1.4	-0.4	-1.0	-4.9	-4.5	-0.2	-4.1	-5.9	-3.5	-10.1	-1.2	15.5	-10.1	-5.1	-1.6	8.1	-2.0
2025/10/16	14:52:31	1229	0 0 0 0	1.4	-3.1	-2.3	0.5	-3.5	-4.1	1.8	0.3	1.8	-1.4	-0.4	-1.0	-4.9	-4.5	-0.2	-4.2	-5.7	-3.7	-10.1	-1.2	15.6	-10.0	-5.1	-1.3	8.3	-2.1
2025/10/16	14:52:31	1230	0 0 0 0	1.4	-3.0	-2.5	0.3	-3.2	-4.1	1.7	0.5	1.5	-1.4	-0.3	-0.9	-5.1	-4.5	-0.2	-4.0	-5.7	-3.8	-10.1	-1.2	16.0	-10.2	-5.2	-1.8	8.1	-2.0
2025/10/16	14:52:31	1231	0 0 0 0	1.5	-2.8	-2.5	0.3	-3.5	-4.1	1.7	0.3	1.8	-1.4	-0.3	-0.8	-5.1	-4.5	-0.2	-4.0	-5.6	-3.8	-10.1	-1.3	16.1	-10.1	-5.1	-1.5	8.3	-2.1
2025/10/16	14:52:31	1232	0 0 0 0	1.4	-3.1	-2.3	0.3	-3.2	-4.1	1.8	0.3	1.7	-1.4	-0.3	-0.7	-5.1	-4.5	-0.2	-4.0	-5.6	-4.1	-10.1	-1.2	16.4	-10.2	-5.1	-1.5	8.3	-2.2
2025/10/16	14:52:32	1233	0 0 0 0	1.1	-3.5	-2.5	0.5	-3.5	-4.1	1.7	0.3	1.5	-1.2	-0.4	-0.8	-5.3	-4.3	-0.1	-4.0	-5.4	-4.1	-10.0	-1.2	16.3	-10.4	-5.1	-1.5	8.3	-2.3
2025/10/16	14:52:32	1234	0 0 0 0	1.4	-3.5	-2.5	0.5	-2.9	-4.1	1.8	0.2	1.4	-1.2	-0.3	-0.7	-5.3	-4.4	-0.1	-3.9	-5.3	-4.0	-9.8	-1.4	15.8	-10.4	-5.1	-1.5	8.3	-2.2
2025/10/16	14:52:32	1235	0 0 0 0	1.7	-3.5	-2.2	0.5	-3.1	-4.1	1.8	0.2	1.2	-1.2	-0.4	-0.6	-5.3	-4.3	-0.1	-3.8	-5.3	-4.2	-9.7	-1.3	15.0	-10.4	-5.1	-1.6	8.4	-2.1
2025/10/16	14:52:32	1236	0 0 0 0	1.4	-3.4	-2.2	0.5	-2.8	-4.1	1.8	0.0	1.1	-1.2	-0.2	-0.4	-5.4	-4.3	-0.2	-3.8	-5.4	-4.4	-9.4	-1.3	14.1	-10.4	-5.2	-1.5	8.4	-2.3
2025/10/16	14:52:32	1237	0 0 0 0	1.4	-3.5	-2.3	0.6	-3.1	-4.1	1.7	0.2	0.9	-1.2	-0.2	-0.3	-5.5	-4.3	-0.1	-3.8	-5.3	-4.3	-9.1	-1.4	13.7	-10.5	-5.3	-1.5	8.4	-2.0
2025/10/16	14:52:32	1238	0 0 0 0	1.2	-3.6	-2.2	0.5	-3.2	-3.9	1.8	0.0	0.9	-1.3	-0.2	-0.2	-5.6	-4.3	-0.1	-3.7	-5.4	-4.4	-8.8	-1.5	13.3	-10.4	-5.4	-1.5	8.4	-2.2
2025/10/16	14:52:32	1239	0 0 0 0	1.2	-3.9	-2.2	0.6	-3.4	-3.9	1.8	0.0	0.6	-1.3	-0.3	-0.1	-5.5	-4.3	-0.2	-3.8	-5.3	-4.5	-8.4	-1.5	12.7	-10.5	-5.4	-1.6	8.3	-2.2
2025/10/16	14:52:32	1240	0 0 0 0	1.1	-3.7	-2.5	0.6	-3.4	-3.8	1.8	-0.2	0.6	-1.4	-0.3	-0.2	-5.7	-4.4	-0.1	-3.8	-5.3	-4.5	-7.8	-1.5	12.4	-10.5	-5.4	-1.6	8.6	-2.3
2025/10/16	14:52:32	1241	0 0 0 0	1.1	-3.9	-2.5	0.6	-3.5	-3.8	1.7	-0.2	0.3	-1.2	-0.2	-0.3	-5.8	-4.4	-0.1	-3.8	-5.4	-4.6	-7.4	-1.5	12.1	-10.4	-5.7	-1.6	8.6	-2.2
2025/10/16	14:52:32	1242	0 0 0 0	1.1	-4.0	-2.6	0.6	-3.4	-3.8	1.7	-0.2	0.3	-1.2	-0.3	-0.4	-5.8	-4.4	-0.1	-3.8	-5.3	-4.7	-6.8	-1.6	11.8	-10.4	-5.8	-1.6	8.6	-2.3
2025/10/16	14:52:33	1243	0 0 0 0	1.2	-4.3	-2.5	0.3	-3.2	-3.9	1.8	-0.3	0.3	-1.3	-0.1	-0.5	-5.8	-4.4	-0.2	-3.9	-5.3	-4.7	-6.5	-1.6	11.7	-10.4	-5.8	-1.5	8.6	-2.5
2025/10/16	14:52:33	1244	0 0 0 0	1.1	-4.2	-2.8	0.5	-3.1	-3.9	1.8	-0.2	0.0	-1.2	-0.1	-0.5	-6.0	-4.5	-0.1	-3.9	-5.4	-4.6	-6.1	-1.9	11.4	-10.4	-5.8	-1.6	8.6	-2.2
2025/10/16	14:52:33	1245	0 0 0 0	1.1	-4.5	-2.9	0.3	-3.2	-3.9	1.8	0.0	-0.1	-1.2	-0.1	-0.4	-5.9	-4.5	-0.2	-4.0	-5.4	-4.7	-5.7	-1.9	11.0	-10.4	-5.8	-1.6	8.7	-2.2
2025/10/16	14:52:33	1246	0 0 0 0	1.1	-4.5	-2.8	0.8	-2.9	-4.1	1.8	-0.2	-0.2	-1.1	-0.1	-0.4	-6.2	-4.8	-0.1	-4.1	-5.4	-4.8	-5.1	-1.9	10.9	-10.6	-5.8	-1.6	8.7	-2.2
2025/10/16	14:52:33	1247	0 0 0 0	1.2	-4.5	-2.8	0.3	-3.1	-4.2	1.7	-0.2	-0.2	-1.0	0.0	-0.6	-6.2	-4.8	-0.1	-4.0	-5.6	-4.8	-4.8	-2.0	10.4	-10.5	-5.8	-1.6	8.9	-2.5
2025/10/16	14:52:33	1248	0 0 0 0	1.2	-4.5	-2.8	0.3	-3.1	-4.1	1.8	-0.2	-0.2	-1.0	0.0	-0.5	-6.3	-4.8	-0.2	-4.1	-5.4	-4.9	-4.6	-2.2	10.3	-10.6	-5.8	-1.8	8.7	-2.5
2025/10/16	14:52:33	1249	0 0 0 0	1.2	-4.6	-2.8	0.6	-3.1	-4.2	1.8	0.0	-0.4	-1.0	-0.1	-0.5	-6.3	-4.8	-0.2	-4.1	-5.4	-4.8	-4.1	-2.3	10.3	-10.7	-5.9	-1.8	8.7	-2.5
2025/10/16	14:52:33	1250	0 0 0 0	1.1	-4.6	-3.1	0.5	-3.1	-4.4	1.8	-0.2	-0.3	-0.8	0.0	-0.5	-6.3	-4.8	-0.1	-4.1	-5.4	-4.8	-3.9	-2.2	10.3	-10.8	-5.9	-1.9	8.7	-2.6
2025/10/16	14:52:33	1251	0 0 0 0	1.1	-4.8	-3.1	0.5	-2.9	-4.2	1.7	-0.5	-0.4	-0.8	0.0	-0.5	-6.5	-4.8	0.0	-4.2	-5.6	-4.7	-3.8	-2.3	10.1	-10.7	-5.8	-2.1	9.1	-2.6
2025/10/16	14:52:33	1252	0 0 0 0	0.9	-4.5	-3.1	0.8	-3.1	-4.2	1.8	-0.5	-0.2	-0.8	0.0	-0.6	-6.5	-4.9	-0.2	-4.2	-5.4	-4.7	-3.5	-2.5	10.0	-10.8	-5.9	-2.1	8.9	-2.6
2025/10/16	14:52:34	1253	0 0 0 0	0.8	-4.6	-2.9	0.6	-3.1	-4.4	1.8	-0.5	-0.2	-0.8	0.0	-0.7	-6.8	-4.9	-0.2	-4.4	-5.6	-4.9	-3.2	-2.5	9.7	-10.7	-5.8	-1.9	9.1	-2.6
2025/10/16	14:52:34	1254	0 0 0 0	0.8	-4.8	-3.1	0.8	-2.9	-4.4	1.8	-0.5	-0.1	-0.8	-0.1	-0.8	-6.8	-4.9	-0.2	-4.4	-5.6	-4.8	-3.1	-2.5	9.2	-10.7	-5.7	-1.9	9.1	-2.6
2025/10/16	14:52:34	1255	0 0 0 0	0.8	-4.6	-3.1	0.8	-3.1	-4.4	1.8	-0.3	-0.1	-0.9	0.0	-0.9	-6.8	-4.9	-0.2	-4.6	-5.7	-4.9	-2.9	-2.6	8.9	-10.6	-6.0	-2.1	9.2	-2.6
2025/10/16	14:52:34	1256	0 0 0 0	0.8	-4.8	-3.1	0.8	-2.8	-4.5	1.8	-0.5	0.3	-0.7	0.0	-0.9	-6.8	-4.8	-0.2	-4.6	-5.6	-4.9	-2.6	-2.5	8.4	-10.6	-5.9	-2.1	9.2	-2.8
2025/10/16	14:52:34	1257	0 0 0 0	0.6	-4.8	-3.1	0.6	-2.8	-4.7	1.8	-0.5	0.3	-0.9	-0.1	-1.1	-7.1	-5.0	-0.4	-4.6	-5.6	-4.7	-2.3	-2.5	8.1	-10.4	-6.0	-2.1	9.1	-2.7
2025/10/16	14:52:34	1258	0 0 0 0	0.5	-4.9	-2.9	0.8	-2.9	-4.7	1.8	-0.5	0.3	-0.8	0.0	-1.1	-6.9	-4.9	-0.2	-4.7	-5.6	-4.7	-2.2	-2.6	8.0	-10.4	-6.0	-2.3	9.2	-2.8
2025/10/16	14:52:34	1259	0 0 0 0	0.8	-4.9	-2.9	0.6	-3.1	-5.0	1.8	-0.5	0.3	-0.8	0.0	-1.2	-6.9	-4.9	-0.4	-4.8	-5.7	-4.5	-2.0	-2.6	7.7	-10.4	-6.0	-2.1	9.1	-2.8
2025/10/16	14:52:34	1260	0 0 0 0	0.8	-5.1	-2.9	0.8	-2.9	-4.8	2.0	-0.5	0.2	-0.8	0.2	-1.2	-7.1	-4.8	-0.4	-4.7	-5.6	-4.8	-1.8	-2.5	7.4	-10.1	-6.1	-2.3	9.1	-2.8
2025/10/16	14:52:34	1261	0 0 0 0	0.6	-4.9	-2.9	0.8	-3.1	-5.1	1.8	-0.5	0.0	-0.9	0.0	-1.1	-7.1	-4.9	-0.5	-5.0	-5.6	-4.7	-1.5	-2.6	7.1	-9.9	-6.1	-2.5	8.9	-2.8
2025/10/16	14:52:34	1262	0 0 0 0	0.8	-5.1	-2.8	0.8	-3.1	-5.1	1.8	-0.5	-0.2	-0.7	0.0	-1.1	-7.1	-4.9	-0.5	-4.8	-5.7	-4.9	-1.5	-2.7	6.8	-9.7	-6.1	-2.5	9.1	-2.8
2025/10/16	14:52:35	1263	0 0 0 0	0.8	-5.1	-2.9	0.8	-3.1	-5.1	1.8	-0.5	-0.2	-0.9	0.0	-1.1	-7.1	-4.8	-0.5	-5.0	-5.7	-4.8	-1.3	-2.7	6.4	-9.5	-6.1	-2.5	9.1	-2.8
2025/10/16	14:52:35	1264	0 0 0 0	0.8	-5.1	-2.8	1.1	-3.5	-5.1	1.8	-0.5	-0.3	-0.7	0.0	-1.1	-7.1	-4.9	-0.4	-4.8	-5.4	-4.9	-1.2	-2.9	6.1	-9.4	-6.1	-2.5	8.9	-2.9
2025/10/16	14:52:35	1265	0 0 0 0	0.6	-5.1	-2.6	1.1	-3.5	-5.1	1.8	-0.6	-0.5	-0.7	-0.1	-1.2	-7.1	-4.9	-0.4	-4.9	-5.7	-4.7	-1.0	-3.0	5.7	-9.4	-6.0	-2.5	8.7	-2.9
2025/10/16	14:52:35	1266	0 0 0 0	0.5	-5.2	-2.8	0.8	-3.8	-5.1	1.8	-0.3	-0.5	-0.7	0.2	-1.4	-7.1	-4.8	-0.5	-5.0	-5.6	-4.9	-1.0	-2.9	5.4	-9.4	-6.1	-2.5	9.1	-3.0
2025/10/16	14:52:35	1267	0 0 0 0	0.3	-5.1	-2.8	1.1	-3.5	-5.4	1.8	-0.6	-0.7	-0.7	0.0	-1.5	-6.9	-4.8	-0.5	-4.8	-5.6	-5.0	-0.9	-3.0	4.9	-9.4	-6.1	-2.5	8.9	-3.0
2025/10/16	14:52:35	1268	0 0 0 0	0.2	-5.1	-2.5	1.1	-3.5	-5.1	1.8	-0.5	-0.9	-0.9	0.2	-1.5	-6.8	-4.8	-0.7	-4.9	-5.7	-4.9	-0.9	-3.3	4.8	-9.2	-6.1	-2.3	8.7	-3.0
2025/10/16	14:52:35	1269	0 0 0 0	0.2	-5.1	-2.8	1.1	-3.8	-5.1	1.8	-0.5	-1.1	-0.9	0.0	-1.7	-6.8	-4.8	-0.5	-4.9	-5.6	-4.7	-1.0	-3.3	4.3	-8.9	-6.1	-2.5	8.9	-3.2
2025/10/16	14:52:35	1270	0 0 0 0	0.2	-5.4	-2.3	0.8	-3.8	-5.3	1.8	-0.5	-1.1	-0.7	-0.1	-1.6	-6.8	-4.8	-0.7	-4.9	-5.7	-4.7	-0.9	-3.5	4.0	-9.1	-6.0	-2.5	8.7	-3.0
2025/10/16	14:52:35	1271	0 0 0 0	0.3	-5.1	-2.3	1.1	-3.7	-5.3	1.8	-0.5	-1.3	-0.8	-0.2	-1.7	-6.8	-4.8	-0.8	-5.1	-5.7	-4.7	-0.9	-3.5	3.8	-9.1	-6.1	-2.5	8.7	-3.2
2025/10/16	14:52:35	1272	0 0 0 0	0.2	-5.1	-2.5	0.8	-3.8	-5.4	1.8	-0.6	-1.2	-0.9	0.0	-1.9	-6.8	-4.8	-0.7	-4.9	-6.1	-4.6	-1.2	-3.5	3.5	-8.7	-6.1	-2.5	8.9	-3.3
2025/10/16	14:52:36	1273	0 0 0 0	0.2	-5.1	-2.5	1.1	-3.8	-5.1	2.0	-0.6	-1.1	-0.9	0.0	-1.7	-6.8	-4.8	-0.8	-5.2	-6.0	-4.6	-1.2	-3.6	3.4	-8.7	-5.9	-2.5	8.7	-3.2
2025/10/16	14:52:36	1274	0 0 0 0	0.3	-5.1	-2.2	1.1	-3.5	-5.3	1.8	-0.8	-1.3	-0.9	0.0	-1.8	-6.8	-4.8	-0.8	-5.0	-6.0	-4.7	-1.5	-3.8	3.1	-8.5	-6.3	-2.5	8.7	-3.1
